"","docPid","left_context","context","right_context","werkwoord","ge_prefix","persoon","zinstype","zinsdeelvolgorde","werkwoordsvolgorde","samengesteld_ww","modaal_hww","samentrekking","word","word_xml","starttag","punct","decennium","subgenre","auteur","datering","genre","titleWords","pid","titel","lokalisering","lokalisering_ruim","fictionalityLevel1"
"240","INT_c1b59bb4-9858-4fc7-8230-77901b694f49"," gegeven Sine manscap op, ende"," was bleven"," In dat selve goet nochtan","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1440,"""history"" ""secular""","""Jan van Heelu""","""1430-1450""","""vers""","""Rijmkroniek van Woeringen""","""INT_c1b59bb4-9858-4fc7-8230-77901b694f49""","""Rijmkroniek van Woeringen""","Brabant","zuid","""non-fiction"""
"241","INT_17eb43b4-6199-40cc-9599-03d66f3952ab"," mochte, Ende theer quam, dat"," was bleven"," In Hollant ende daer an","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1370,"""history"" ""secular""","""Melis Stoke""","""1365-1385""","""vers""","""Rijmkroniek van Holland""","""INT_17eb43b4-6199-40cc-9599-03d66f3952ab""","""Rijmkroniek van Holland""","Holland","noord","""non-fiction"""
"242","INT_8663ea96-ff25-4957-899b-c7694fef6950"," niet dan hi daer doot"," ghebleuen was"," ENde aldus waren die troianen","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleuen was","ghebleuen was",NA,NA,1470,"""chapbook"" ""secular""","""unknown""","""1479-1479""","""proza""","""Historien van Troyen (Aeneisbewerking)""","""INT_8663ea96-ff25-4957-899b-c7694fef6950""","""Historien van Troyen (Aeneisbewerking)""","Holland","noord","""fiction"""
"243","INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2"," soudaen dat sijn volc al"," bleven was"," voor constantinobele dies hi verwoeden","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven was","bleven was",NA,NA,1510,"""chapbook"" ""chivalric romance"" ""secular""","""unknown""","""1516-1516""","""proza""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","""INT_6b6bc900-2aa9-45ee-b598-56ba501af8d2""","""Die schoone hystorie van Margrieten des hertoghen dochter van Lymborch ende van haer broeder Heyndrick""","Brabant","zuid","""fiction"""
"244","INT_308a2491-c67b-40bd-8142-2954c63d2bf1",", dander Puppijn. Alle die heerscappien"," sijn Bleven"," op sinen eneghen sone: Lodewijc","blijven","nee","3pl","hoofdzin","SV","PV-VD","nee","nee","nee","sijn Bleven","sijn Bleven",NA,NA,1470,"""history"" ""secular""","""Jan van Boendale""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 1-5)""","""INT_308a2491-c67b-40bd-8142-2954c63d2bf1""","""Brabantsche yeesten (boek 1-5)""","rest","onbekend","""non-fiction"""
"245","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," sijn, som gewont, Die hem"," bleven waren"," ter stont, In den strijt","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven waren","bleven waren",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"246","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," Rechtuerdicheyt is verdreuen Die trouwe"," is bleuen"," doot Die minne is versleghen","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is bleuen","is bleuen",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"247","INT_a520d29d-6ae5-4c2a-91b9-05c1a62e31a0",". Hi lach siec ende soude"," sijn bleven","; Maer ic segghe u over","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","ja","nee","sijn bleven","sijn bleven",NA,NA,1400,"""epic"" ""secular""","""Jacob van Maerlant""","""1390-1410""","""vers""","""Alexanders geesten""","""INT_a520d29d-6ae5-4c2a-91b9-05c1a62e31a0""","""Alexanders geesten""","Vlaanderen","zuid","""fiction"""
"248","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," moete vergeven."" Van desen Symoene"," es bleven"," Symonie hare name, Die vor","blijven","nee","3sing","hoofdzin","VS","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"249","INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754"," qualec liet; Ende bi hem"," eest bleven"," niet, Si ne ware van","blijven","nee","3sing","hoofdzin","VS","PV-VD","nee","nee","ja","eest bleven","eest bleven",NA,NA,1370,"""chapbook"" ""secular""","""unknown""","""1350-1400""","""vers""","""Van den VII Vroeden van binnen Rome""","""INT_718c99e6-5255-49bf-b3fb-cdbbb4f81754""","""Van den VII Vroeden van binnen Rome""","rest","zuid","""fiction"""
"250","INT_308a2491-c67b-40bd-8142-2954c63d2bf1"," ghewes, Van allen in hem"," bleven es",", Soe wat hier ute segghen","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven es","bleven es",NA,NA,1470,"""history"" ""secular""","""Jan van Boendale""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 1-5)""","""INT_308a2491-c67b-40bd-8142-2954c63d2bf1""","""Brabantsche yeesten (boek 1-5)""","rest","onbekend","""non-fiction"""
"251","INT_49fb151c-d9cb-42bb-9185-0838cc419261"," jugen ogen, Daer hi blent"," es bleven"," mede. Ende in sine verwoethede","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"252","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," geven, Die zonder wijf daer"," es gebleven","; Ende als du hem heves","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es gebleven","es gebleven",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"253","INT_b94d9aaf-105c-45f3-ad2b-2ab854ef880a"," hare Welc hare in donsienste"," bleven ware",". Si seide dat was in","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven ware","bleven ware",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Roman van Lancelot, Haagse codex""","""INT_b94d9aaf-105c-45f3-ad2b-2ab854ef880a""","""Roman van Lancelot, Haagse codex""","Vlaanderen","zuid","""fiction"""
"254","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," daer alsoe, Daer menech doen"," es bleven"," doet Ende gequetset ende in","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"255","INT_6580d8a2-bf5a-4108-9df1-718cb4f04220"," soude worden ende nochtant leuendich"," is ghebleuen"," Voerwaer segghe ic v dat","blijven","ja","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is ghebleuen","is ghebleuen",NA,NA,1470,"""chapbook"" ""secular""","""unknown""","""1479-1479""","""proza""","""Historie van die seuen wijse mannen van roemen""","""INT_6580d8a2-bf5a-4108-9df1-718cb4f04220""","""Historie van die seuen wijse mannen van roemen""","rest","onbekend","""fiction"""
"256","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," die ghene die opten haven"," ghebleven waren"," Dat die bisscop van lugdunen","blijven","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","ghebleven waren","ghebleven waren",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"257","INT_5004a7ff-78a6-4641-bb01-fe13a7834a00"," wel gedaen, waer by hy"," bleven ware"," in sijns heren herberghe ende","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven ware","bleven ware",NA,NA,1470,"""philosophy / ethics"" ""secular""","""unknown""","""1460-1480""","""proza""","""Sidrac""","""INT_5004a7ff-78a6-4641-bb01-fe13a7834a00""","""Sidrac""","Brabant","zuid","""non-fiction"""
"258","INT_2464880c-e883-44a5-9667-e882fc260c01"," geven, Doer dat achter hem"," es bleven",". Die dochter Philips van Vrancrike","blijven","nee","3sing","bijzin","VS","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"259","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," comen Dat hi coninc noch"," es bleven",". Doe dus die vader hadde","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"260","INT_2464880c-e883-44a5-9667-e882fc260c01"," bescreven Hoe jammerlijc dat doot"," es bleven"," Vermort die edel grave Gwy","blijven","nee","3sing","bijzin","VS","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"261","INT_308a2491-c67b-40bd-8142-2954c63d2bf1"," lant, Soe dat hier in"," es bleven",", Daer hi bi na was","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1470,"""history"" ""secular""","""Jan van Boendale""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 1-5)""","""INT_308a2491-c67b-40bd-8142-2954c63d2bf1""","""Brabantsche yeesten (boek 1-5)""","rest","onbekend","""non-fiction"""
"262","INT_3c5da590-8bf8-4314-89ee-2b348c5e0bd2",". Gi sijt die met mi"," bleven sijt"," in mine becoringe. ende ic","blijven","nee","2pl","bijzin","SV","VD-PV","nee","nee","nee","bleven sijt","bleven sijt",NA,NA,1330,"""biblical texts"" ""religious""","""unknown""","""1332-1332""","""proza""","""Stuttgartse leven van Jezus""","""INT_3c5da590-8bf8-4314-89ee-2b348c5e0bd2""","""Stuttgartse leven van Jezus""","Vlaanderen","zuid","""non-fiction"""
"263","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," waerheyt ane, Waer dese man"," gebleven zij","; Alzoe dat dat volck an","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gebleven zij","gebleven zij",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"264","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," alle tgout ende tsilver, dat"," bleven was"," in den tresoren van sHeren","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven was","bleven was",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"265","INT_30456d8d-af82-4728-a4f3-0c95efd40f56"," ende wie is achterghelaten die"," ghebleuen is"," inden gheboden des heren. Ende","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleuen is","ghebleuen is",NA,NA,1420,"""legend"" ""religious""","""unknown""","""1400-1450""","""proza""","""Exordium magnum""","""INT_30456d8d-af82-4728-a4f3-0c95efd40f56""","""Exordium magnum""","rest","onbekend","""fiction"""
"266","INT_d3a53600-7b21-4aa8-9aad-f424fa5bbdf0"," nae wij die leven, die"," ghebleven sijn",", sollen te gader ghegrepen werden","blijven","ja","1pl","bijzin","SV","VD-PV","nee","nee","nee","ghebleven sijn","ghebleven sijn",NA,NA,1390,"""biblical texts"" ""religious""","""Johannes Scutken""","""1399-1399""","""proza""","""Nieuwe Testament (Nndl. vert.)""","""INT_d3a53600-7b21-4aa8-9aad-f424fa5bbdf0""","""Nieuwe Testament (Nndl. vert.)""","Holland","noord","""non-fiction"""
"267","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," en wiste niet waer si"," ghebleven waer"," Doe was die weduÃ« bedrovet","blijven","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","ghebleven waer","ghebleven waer",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"268","INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb"," verdranc, dat buten Noes arcke"," was gebleven",", ende oec van alle den","blijven","ja","3sing","bijzin","SV","PV-VD","nee","nee","nee","was gebleven","was gebleven",NA,NA,1480,"""religious"" ""theology / ethics""","""Dirc van Delft""","""1480-1480""","""proza""","""Tafel van den kersten ghelove (zomerstuk)""","""INT_8fcaeef8-126b-4a2b-9e60-69d566ca05bb""","""Tafel van den kersten ghelove (zomerstuk)""","Holland","noord","""non-fiction"""
"269","INT_49fb151c-d9cb-42bb-9185-0838cc419261"," hare niet een twint en"," was bleven",", Heeft si ene hare gedaen","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"270","INT_49fb151c-d9cb-42bb-9185-0838cc419261"," gelieven, Dat hi ene maget"," bleven es",". Ene vrouwe mercte na des","blijven","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","bleven es","bleven es",NA,NA,1390,"""history"" ""secular""","""Philip Utenbroeke""","""1393-1402""","""vers""","""Spiegel historiael (tweede partie), fragment Wenen""","""INT_49fb151c-d9cb-42bb-9185-0838cc419261""","""Spiegel historiael (tweede partie), fragment Wenen""","rest","onbekend","""non-fiction"""
"271","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6",". XXI. Na dat Abdoen doot"," was bleven",", Alse hier boven es bescreven","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was bleven","was bleven",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"272","INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d"," stat van Lovene diese dede",", Sijn bleven"," die heeren entie stede Hier","blijven","nee","3pl","hoofdzin","VS","PV-VD","nee","nee","nee","Sijn bleven","Sijn bleven",NA,",   ",1470,"""history"" ""secular""","""unknown""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 7)""","""INT_3599450d-ff29-4aa0-a0ca-15a6b56cd46d""","""Brabantsche yeesten (boek 7)""","Brabant","zuid","""non-fiction"""
"273","INT_308a2491-c67b-40bd-8142-2954c63d2bf1"," quamen, Alsoet ons van Turpine"," es bleven",", Diet ons aldus heeft bescreven","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1470,"""history"" ""secular""","""Jan van Boendale""","""1460-1480""","""vers""","""Brabantsche yeesten (boek 1-5)""","""INT_308a2491-c67b-40bd-8142-2954c63d2bf1""","""Brabantsche yeesten (boek 1-5)""","rest","onbekend","""non-fiction"""
"274","INT_735bfba9-2ff6-4f65-a246-c539d35cdba7"," minschen die daer in verloren"," bleven sijn",". Mer ist dat hi vast","blijven","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","bleven sijn","bleven sijn",NA,NA,1440,"""legend"" ""religious""","""unknown""","""1430-1450""","""proza""","""Sint Patricius' vagevuur (hs. H)""","""INT_735bfba9-2ff6-4f65-a246-c539d35cdba7""","""Sint Patricius' vagevuur (hs. H)""","rest","onbekend","""fiction"""
"275","INT_291a3055-cb2f-4f76-b3b0-a3915550724d"," bescreven Hoe die joncfrouwe doet"," es bleven",", Ende die aventuren die si","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es bleven","es bleven",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Queeste van den Grale""","""INT_291a3055-cb2f-4f76-b3b0-a3915550724d""","""Queeste van den Grale""","Vlaanderen","zuid","""fiction"""
"276","INT_2464880c-e883-44a5-9667-e882fc260c01"," ende clene, Die binnen Loven"," waren bleven",", Alle int vangenesse ghedreven. HOE","blijven","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren bleven","waren bleven",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"277","INT_3e1ef9a3-dcdb-4e05-afeb-cba75312ba4d"," nu verheuen Die altemale wel"," ware bleuen"," Ware hi in den lande","blijven","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","ware bleuen","w<expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">ar</expan>e bleuen",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1340-1360""","""vers""","""Roman der Lorreinen, fragment Giessen""","""INT_3e1ef9a3-dcdb-4e05-afeb-cba75312ba4d""","""Roman der Lorreinen, fragment Giessen""","rest","onbekend","""fiction"""
"278","INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0"," Wel gehoert ende Pautus, Troyen"," waer bleven"," in synre eeren Ende mitter","blijven","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","waer bleven","waer bleven",NA,NA,1470,"""epic"" ""secular""","""Jacob van Maerlant""","""1465-1485""","""vers""","""Historie van Troyen""","""INT_2fee8d61-b94e-4384-a704-5035c0e3cfd0""","""Historie van Troyen""","Limburg/Nederrijn","onbekend","""fiction"""
"279","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," tijt, Ende wy daer dan"," waren bleven"," aldus; ""Ende waer zijn si","blijven","nee","1pl","bijzin","SV","PV-VD","nee","nee","nee","waren bleven","waren bleven",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
